alim_code,alim_nom_fr,groupe,sous_groupe
20810,"Cresson, feuille, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20811,"Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20812,"Farine de pulpe de patate douce, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20813,"Fruit à pain, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20814,"Giraumon (variété locale), pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20815,"Giraumon (variété locale), pulpe, cuit à la vapeur, surgelé, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20816,"Giraumon (variété locale), pulpe, râpé, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20817,"Giraumon (variété phoenix), pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20818,"Giraumon (variété phoenix), pulpe, râpé, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20819,"Giraumon (variété phoenix), pulpe, surgelé, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20820,"Gombo, entier, appertisé, non égoutté, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20821,"Gombo, entier, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20822,"Gombo, pulpe, blanchi, surgelé, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20823,"Igname cousse-couche, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20824,"Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20825,"Igname saint martin, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20826,"Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20827,"Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20828,"Massissi, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20829,"Papaye, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20830,"Papaye, pulpe, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20831,"Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20832,"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20833,"Pois d'angole, entier, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20834,"Ti nain, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20835,"Tomate, entière, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes
20296,"Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis)","fruits, légumes, légumineuses et oléagineux",légumes
20297,"Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule)","fruits, légumes, légumineuses et oléagineux",légumes
4000,"Tapioca ou Perles du Japon, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4002,"Pomme de terre, sans peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4003,"Pomme de terre, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4004,"Chips de pommes de terre nature ou aromatisées, standard","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4007,"Pomme de terre nouvelle, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4008,"Pomme de terre, sans peau, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4011,"Pomme de terre, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4013,"Pomme de terre noisette, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4014,"Pomme de terre vapeur, sous vide","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4015,"Pomme de terre poêlée, avec matière grasse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4016,"Pomme de terre, flocons déshydratés, au lait ou à la crème","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4017,"Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4018,"Pomme de terre, purée, avec lait et beurre, non salée","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4019,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4020,"Pomme de terre dauphine, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4021,"Pomme de terre dauphine, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4022,"Pomme de terre, flocons déshydratés, nature","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4023,"Pomme de terre nouvelle, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4025,"Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4026,"Pomme de terre, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4027,"Pomme de terre sautée/rissolée, pré-frite, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4028,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4029,"Pomme de terre primeur, sans peau, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4030,"Frites de pommes de terre, surgelées, rôties/cuites au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4032,"Frites de pommes de terre, surgelées, cuites en friteuse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4034,"Pomme de terre duchesse, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4035,"Pomme de terre noisette, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4036,Pomme de terre sautée/poêlée à la graisse de canard,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
20535,"Lentille corail, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses
4037,"Chips de pommes de terre nature ou aromatisées, à l'ancienne","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4038,"Chips de pommes de terre et assimilés nature ou aromatisées, allégées en matière grasse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4039,Rostis ou Galette de pomme de terre,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4042,"Pomme de terre duchesse, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4043,"Pomme de terre sautée/ rissolée, pré-frites, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4044,"Frites de pommes de terre, surgelées, préfrites, pour cuisson rôtie/ au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4045,"Frites de pommes de terre, surgelées, préfrites, pour cuisson micro-ondes","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4046,"Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4047,"Pomme de terre, purée (aliment moyen)","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4048,"Pomme de terre, cuite (aliment moyen)","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4101,"Patate douce, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4102,"Patate douce, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
4103,"Patate douce, purée, cuisinée à la crème","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
20050,"Topinambour, cuit","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
20196,"Topinambour, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
53101,"Banane plantain, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
53200,"Taro, tubercule, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
53201,"Taro, tubercule, cuit","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
53502,"Igname, épluchée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
53503,"Igname, épluchée, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
54031,"Manioc, racine crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
54034,"Manioc, racine cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
54500,"Fruit à pain, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules
20293,"Haricot coco, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20500,"Fève, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20502,"Haricot blanc, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20503,"Haricot rouge, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20505,"Lentille, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20506,"Pois cassé, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20507,"Pois chiche, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20508,"Haricot flageolet, appertisé, égouttés","fruits, légumes, légumineuses et oléagineux",légumineuses
20510,"Lentille, cuisinée, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumineuses
20511,"Haricot blanc, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses
20513,"Haricot flageolet, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20524,"Haricot rouge, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses
20531,"Haricot mungo, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20532,"Pois chiche, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses
20540,"Haricot flageolet, vert, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20542,"Fève, pelée, surgelée, cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20543,"Fève, surgelée, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20587,"Lentille verte, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20588,"Lentille blonde, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20589,"Lentille corail, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses
20700,"Légume sec, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumineuses
20517,"Fève à écosser, fraîche","fruits, légumes, légumineuses et oléagineux",légumineuses
20521,"Lentille, germée","fruits, légumes, légumineuses et oléagineux",légumineuses
20534,"Lupin, graine crue","fruits, légumes, légumineuses et oléagineux",légumineuses
20536,"Fève, fraîche, surgelée","fruits, légumes, légumineuses et oléagineux",légumineuses
20537,"Haricot flageolet, surgelé","fruits, légumes, légumineuses et oléagineux",légumineuses
20541,"Fève, pelée, surgelée, crue","fruits, légumes, légumineuses et oléagineux",légumineuses
20501,"Haricot blanc, sec","fruits, légumes, légumineuses et oléagineux",légumineuses
20504,"Lentille, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses
20515,"Pois cassé, sec","fruits, légumes, légumineuses et oléagineux",légumineuses
20516,"Pois chiche, sec","fruits, légumes, légumineuses et oléagineux",légumineuses
20518,"Fève, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses
20525,"Haricot rouge, sec","fruits, légumes, légumineuses et oléagineux",légumineuses
20530,"Haricot mungo, sec","fruits, légumes, légumineuses et oléagineux",légumineuses
20539,"Haricot flageolet, vert, sec","fruits, légumes, légumineuses et oléagineux",légumineuses
20585,"Lentille verte, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses
20586,"Lentille blonde, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses
13193,"Pêche blanche, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13194,"Pêche blanche, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13195,"Pêche jaune, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13529,"Dourian, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13549,"Kumquat, sans pépin, cru","fruits, légumes, légumineuses et oléagineux",fruits
13552,"Longan, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13614,"Pamplemousse chinois, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13620,"Pomme Golden, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13621,"Raisin noir Muscat, cru","fruits, légumes, légumineuses et oléagineux",fruits
13742,"Melon miel ou melon honeydew, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13997,"Fruits rouges, crus (framboises, fraises, groseilles, cassis)","fruits, légumes, légumineuses et oléagineux",fruits
13999,Fruit cru (aliment moyen),"fruits, légumes, légumineuses et oléagineux",fruits
13038,Compote de pomme,"fruits, légumes, légumineuses et oléagineux",fruits
13048,"Rhubarbe, tige, cuite, sucrée","fruits, légumes, légumineuses et oléagineux",fruits
13108,"Compote, tout type de fruits","fruits, légumes, légumineuses et oléagineux",fruits
13109,"Compote, tout type de fruits, allégée en sucres","fruits, légumes, légumineuses et oléagineux",fruits
13128,"Chayote ou christophine ou chouchou, crue","fruits, légumes, légumineuses et oléagineux",fruits
13129,"Compote, tout type de fruits, allégée en sucres, rayon frais","fruits, légumes, légumineuses et oléagineux",fruits
13151,"Compote de pomme, allégée en sucres","fruits, légumes, légumineuses et oléagineux",fruits
13152,"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)","fruits, légumes, légumineuses et oléagineux",fruits
13153,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""","fruits, légumes, légumineuses et oléagineux",fruits
13154,"Spécialité de fruits divers, sucrée (mélange pulpes et/ou purées de fruits, mais toujours avec autre ingrédient)","fruits, légumes, légumineuses et oléagineux",fruits
13175,"Pomme, pulpe, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",fruits
13176,"Pomme, pulpe, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",fruits
13185,"Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits
13187,"Purée de pommes, type ""compote sans sucres ajoutés""","fruits, légumes, légumineuses et oléagineux",fruits
13998,"Coulis de fruits rouges (framboises, fraises, groseilles, cassis)","fruits, légumes, légumineuses et oléagineux",fruits
13704,"Abricot au sirop (sans précision sur léger ou classique), appertisé, égoutté (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits
13705,"Macédoine ou cocktail ou salade de fruits, au sirop (sans précision sur léger ou classique), appertisé, égouttée (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits
13706,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13707,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13708,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13709,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13712,"Abricot au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13713,"Abricot au sirop léger, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13714,"Abricot au sirop, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13715,"Abricot au sirop, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13716,"Ananas au jus d'ananas, égoutté, appertisé","fruits, légumes, légumineuses et oléagineux",fruits
13717,"Ananas au jus d'ananas, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13718,"Ananas au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13719,"Ananas au sirop léger, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits
13730,"Pêche au sirop léger, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",fruits
13731,"Pêche au sirop léger, appertisée, non égouttée","fruits, légumes, légumineuses et oléagineux",fruits
13734,"Poire au sirop léger, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",fruits
13735,"Poire au sirop léger, appertisée, non égouttée","fruits, légumes, légumineuses et oléagineux",fruits
13001,"Abricot, dénoyauté, sec","fruits, légumes, légumineuses et oléagineux",fruits
13011,"Datte, pulpe et peau, sèche","fruits, légumes, légumineuses et oléagineux",fruits
13013,"Figue, sèche","fruits, légumes, légumineuses et oléagineux",fruits
13042,"Pruneau, sec","fruits, légumes, légumineuses et oléagineux",fruits
13046,"Raisin, sec","fruits, légumes, légumineuses et oléagineux",fruits
13051,"Mélange apéritif de fruits exotiques, sec","fruits, légumes, légumineuses et oléagineux",fruits
13089,"Banane, pulpe, sèche","fruits, légumes, légumineuses et oléagineux",fruits
13111,"Pomme, sèche","fruits, légumes, légumineuses et oléagineux",fruits
13118,"Pêche, sèche","fruits, légumes, légumineuses et oléagineux",fruits
13178,"Canneberge ou cranberry, séchée, sucrée","fruits, légumes, légumineuses et oléagineux",fruits
9435,Farine de blé tendre ou froment T65,"",""
13623,"Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%)","fruits, légumes, légumineuses et oléagineux",fruits
13400,"Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13401,"Abricot pays, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13402,"Ananas, pulpe, cru , prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13403,"Caïmite, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13404,"Cerise acérola, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13405,"Chadèque, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13406,"Chips d'abricot pays, pulpe, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13407,"Goyave, pulpe, purée, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13408,"Jus de carambole, prélevé à la Martinique, jus filtré","fruits, légumes, légumineuses et oléagineux",fruits
13409,"Jus de carambole, prélevée à la Martinique, jus non filtré","fruits, légumes, légumineuses et oléagineux",fruits
13410,"Jus de citron punch (variété petit calibre), pur jus, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13411,"Jus de citron vert (variété gros calibre), pur jus, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13412,"Jus de corossol, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13413,"Jus de fruit de la passion ou maracudja, prélevé à la Martinique, pur jus","fruits, légumes, légumineuses et oléagineux",fruits
13414,"Jus de grenade, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13415,"Jus de lime, pur jus, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13416,"Jus de mandarine commune, pur jus filtré pasteurisé, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13417,"Jus de mandarine commune, pur jus filtré, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13418,"Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13419,"Jus de moubin, pur jus, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13420,"Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13421,"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13422,"Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13423,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13424,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit vert, pur jus filtré, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13425,"Mandarine commune, pulpe, au sirop, appertisée, non égouttée, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13426,"Mango bassignac, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13427,"Mango moussache, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13428,"Mangue julie, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13429,"Mangue verte, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13430,"Melon, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13431,"Orange (variété locale), pulpe, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13432,"Orange amère, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13433,"Pastèque, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13434,"Pomme cajou, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13435,"Pomme cannelle,  pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13436,"Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13437,"Pomme liane, pulpe, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13438,"Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13439,"Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13440,"Jacques, pulpe, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",fruits
13200,"Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.)","fruits, légumes, légumineuses et oléagineux",fruits
13201,"Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé à La Réunion Ananas comosus (L.) merr var. Queen)","fruits, légumes, légumineuses et oléagineux",fruits
13202,"Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.)","fruits, légumes, légumineuses et oléagineux",fruits
9570,Farine de châtaigne,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15000,Amande (avec peau),"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15001,Cacahuète ou Arachide,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15002,"Cacahuète, grillée, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15004,Noisette,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15005,"Noix, séchée, cerneaux","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15006,"Noix de coco, amande mûre, fraîche","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15007,"Noix de coco, amande, sèche","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15008,Noix du Brésil,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15009,"Pistache, grillée, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15010,"Sésame, graine","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15011,"Tournesol, graine","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15013,Crème de marrons,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15014,"Noix de coco, amande immature, fraîche","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15016,"Crème de marrons vanillée, appertisée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15019,"Noix de cajou, grillée, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15020,"Châtaigne, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15021,"Châtaigne, grillée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15023,"Noix, fraîche","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15024,"Châtaigne, crue","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15025,Pignon de pin,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15026,Noix de pécan,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15027,Noix de macadamia,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15028,"Cucurbitacées, graine","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15029,"Luzerne, graine germée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15032,"Luzerne, graine","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15033,Noisette grillée,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15034,"Lin, graine","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15035,"Sésame, graine décortiquée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15037,"Cacahuète, grillée à sec, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15038,"Sésame, grillé, graine décortiquée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15039,"Châtaigne ou Marron, appertisé","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15041,"Amande, mondée, émondée ou blanchie","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15042,"Amande, grillée, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15043,"Noix de macadamia, grillée, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
