id,source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
4865,26168,695.00,10.00,,14.20,0,0,3.01,7.73,2.36,,20,0.5,,203,485,69,,,,50,11,,3.9,,0,0,0.07,0.08,2,,,,
4866,26170,435.00,16.90,,4.00,0,0,0.78,2.07,0.74,,63,0.44,26,210,350,43,0.42,0.028,,7,14,,5.5,1.3,0,0,0.07,0.07,4,,,,
4867,26171,436.00,19.80,,2.70,0,0,2.2,,,,8.8,0.49,30,260,370,57.5,0.67,,,,,,9,,0,0,0.16,0.09,,,0.37,,
4868,26172,454.00,16.30,,4.80,0,0,0.96,1.47,1.9,,35,1,25,180,282,105,,,,60,18,,1.3,2.4,0,0,0.18,0.045,2.5,0.57,0.35,1,2.2
4869,26173,777.00,19.80,,11.90,0,0,3.32,5.44,3.16,,,0.59,20,220,230,,1.02,0.13,,,150,,0,2.5,0,0,0.04,0.26,5,,,,
4870,26174,361.00,17.90,,1.55,0,0,0.19,0.16,,,49,0.25,23,203,415,84,,,,35,11.7,,,,0,1.7,0.043,0.085,3.6,0.25,0.15,16,1.05
4871,26175,486.00,20.50,,3.72,0,0,0.61,0.9,1.1,,43,0.44,31.5,280,349,50,0.77,0.049,,12,22,0,7.5,1.45,0.1,0,0.11,0.095,3.5,0.75,0.3,15,1
4872,26178,349.00,18.60,,0.86,0,0,0.2,0.17,0.27,,19,0.6,31,145,483,53,0.49,0.02,,,43,0,,0.5,,0,0.055,0.063,0.36,0.75,0.3,9,0.6
4873,26194,338.00,18.90,,0.44,0,0,0.095,0.08,0.19,,3.96,0.26,26.8,151,302,92.8,0.4,0.1,,9.82,3.7,,0.5,0.17,,,0.04,0.04,2.03,0.11,0.18,,0.64
4874,26200,289.00,15.70,,0.58,0,0,0.18,0.099,0.17,,15.6,0.22,20.1,80.4,125,140,0.29,0.1,,21.7,2,,0.5,0.22,,,0.038,0.034,1.14,0.1,0.1,,0.92
4875,26201,457.00,18.30,,3.94,0,0,0.57,0.67,0.91,,10.2,0.16,24.9,134,306,77.9,0.65,0.1,,24.2,9.6,0.008,0.71,3.63,,,0.057,0.042,3.49,0.42,0.19,,1.25
4876,26205,414.00,20.10,,1.94,0,0,0.49,0.55,0.59,,1.56,0.4,28.3,191,371,71.4,0.43,0.1,,23.3,5.6,,3.65,0.71,,,0.064,0.098,3.72,0.33,0.39,,4.16
4877,26206,521.00,21.40,,4.25,0,0,1.04,1.09,1.56,,5.6,0.39,32.3,209,430,46.6,0.41,0.1,,9.36,14.7,0.0063,2.31,1.35,,,0.18,0.09,6.79,0.53,0.39,,4.33
4878,26208,298.00,16.70,,0.37,0,0,0.084,0.064,0.13,,1.02,0.26,28.7,149,339,127,0.44,0.1,,41.2,27.5,,0.33,0.33,,,0.025,0.026,2.43,0.17,0.14,,0.46
4879,26210,378.00,18.80,,1.60,0,0,0.31,0.62,0.56,,12.5,0.26,27.5,168,333,72.8,0.33,0.1,,21.7,6.9,0,3.96,0.84,0,,0.063,0.07,2.16,0.17,0.19,9,1.78
4880,26213,389.00,17.80,,2.36,0,0,0.53,0.95,0.45,,6.46,0.23,28.2,167,345,70.8,0.26,0.1,,13.5,18.7,,2.49,0.47,,,0.046,0.045,1.67,0.52,0.12,,1.11
4881,26214,319.00,15.60,,1.46,0,0,0.26,,,,8,0.84,20,154,306,54.4,0.23,0.02,,,,,0.004,0.24,,0.3,0.02,0.002,1.84,0.44,0.09,20,0.7
4882,26219,412.00,20.30,,1.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,26233,330.00,16.10,,1.52,0,0,0.51,0.15,0.41,,32,0.4,,,,87.5,,,,,,,,,,,,,,,,,
4884,26235,408.00,18.70,,2.42,0,0,0.66,0.79,0.77,,20.1,0.96,31.7,206,386,62,0.36,0.1,,37.3,4,,41.2,0.64,,,0.1,0.12,4.12,0.38,0.3,,6.99
4885,26236,616.00,19.60,,7.66,0,0,1.79,2.56,2.15,,5.72,0.85,31.7,195,382,54.7,0.38,0.1,,20.8,4.7,,48.5,0.48,,,0.08,0.12,6.7,0.29,0.37,,7.5
4886,26237,466.00,18.30,,4.22,0,0,0.83,1.17,0.95,,23.8,0.87,36.2,261,450,75,0.49,0.1,,5.5,6.1,,9.59,0.57,,,0.04,0.13,4.11,0.57,0.42,,8.47
4887,26238,719.00,18.70,,10.80,0,0,2.23,4.05,3.48,,47.7,0.88,32.7,247,421,52.4,0.44,0.1,,8.94,11.7,,8.36,1.8,0,0.5,0.04,0.15,6.14,0.72,0.4,10,8.28
4888,26240,375.00,17.50,,2.10,0,0,0.4,,,,60,0.9,,,,108,,,,,,,,,,,,,,,,,
4889,26241,311.00,15.00,,1.50,0,0,0.3,,,,,,,,,83,,,,,,,,,,,,,,,,,
4890,26244,407.00,16.30,,3.50,0,0,0.9,,,,14,0.3,,,,78,,,,,,,,,,,,,,,,,
4891,27003,477.00,17.70,,4.76,0,0,1.28,2.36,0.95,,29.2,1.58,23.7,143,310,30.6,0.58,0.1,,18.3,3.5,0,3.84,0.63,0.1,1.3,0.04,0.072,2.81,1.25,0.13,16,3.16
4892,27008,558.00,19.30,,6.22,0,0,1.25,2.22,2.45,,17.1,0.5,27.5,188,410,41.8,0.44,0.1,,9.23,13.5,0.008,5.92,1.94,,,0.14,0.1,5.54,1.51,0.34,9.23,2.54
4893,27009,553.00,19.00,,6.24,0,0,1.15,1.75,1.62,,41.7,0.46,28.7,246,410,45.5,0.61,0.06,,8.1,49,0,12.1,1.55,0.33,,0.13,0.11,4.36,1.58,0.38,12.8,4.33
4894,27010,348.00,17.90,,1.19,0,0,0.28,0.25,0.43,,70.8,0.58,28.5,208,290,55.2,0.66,0.037,,13,15,0,5.75,0.7,0.1,2.9,0.061,0.081,2.65,0.75,0.16,11,2
4895,27011,355.00,18.80,,0.94,0,0,0.26,0.18,0.29,,33,0.9,21,176,228,51.9,0.97,0.09,,15.3,21,0,4.33,0.45,0.1,3.6,0.076,0.058,1.83,0.75,0.13,15,2
4896,27012,517.00,17.70,,5.84,0,0,1.34,2.53,1.07,,15.6,0.62,40.9,225,307,49.2,0.63,0.041,,,210,0,10.3,0.5,0.1,0,0.07,0.07,6.96,0.76,0.32,15,1.74
4897,27016,963.00,16.10,,18.60,0,0,3.89,8.42,2.39,,23.6,0.71,18,285,260,65.5,2.27,0.041,,36.3,1280,0,16,6,1.25,1.6,0.17,0.24,3.16,0.17,0.21,13.8,2.8
4898,27017,276.00,13.50,,1.27,0,0,0.47,0.44,0.17,,36.7,0.21,17.6,107,200,274,0.24,0.1,,7.95,2,0,0.5,0.16,2.1,0,0.04,0.022,1.35,1.96,0.1,10,0.3
4899,27019,387.00,18.10,,2.13,0,0,0.56,0.64,0.44,,8.16,0.27,25.4,131,282,28.3,0.32,0.1,,6.38,2,0,19.6,0.4,1.3,0,0.04,0.051,3.28,0.68,0.23,24,1.07
4900,27021,600.00,19.20,,7.40,0,0,1.2,,,,46.7,0.52,30.5,210,346,92.8,0.61,0.043,,8.89,20,,18.7,,0,0,0.16,0.09,,,,22,4.7
4901,27023,326.00,17.80,,0.66,0,0,0.17,0.12,0.21,,44,0.65,26.5,195,337,86,0.65,0.11,,40,5.5,,0.5,0.85,,0,0.28,0.14,1.56,0.15,0.3,1,0.8
4902,27024,351.00,18.30,,1.08,0,0,0.21,0.24,0.31,,54,0.3,29,220,340,57,0.4,0.014,,21.5,0,,0.7,1.35,0.13,1,0.16,0.25,2.31,,,,
4903,27025,349.00,19.10,,0.68,0,0,0.22,0.17,0.2,,4.96,0.26,26.8,156,308,57.5,0.35,0.1,,6.54,7,,0.46,0.49,,,0.071,0.04,2.01,0.34,0.11,,1.17
4904,10000,,16.30,,3.50,0,,0.26,2.1,0.93,,0.2,0.01,0.05,0.3,0.3,193,0.05,0.01,,570,21,0,0.25,2.18,2.59,0.5,0.034,0.061,1.3,0.28,0.014,32.7,60.7
4905,10004,463.00,20.20,3.22,1.77,0,0.3,0.32,0.12,0.68,,17.1,1.4,62.8,357,348,183,2.89,0.073,,20,2,0,0,0,0,0,0.046,0.037,0.99,0.26,0.11,19,8.39
4906,10006,381.00,18.30,1.47,1.20,0,,0.31,0.28,0.49,,1000,0.79,53,280,97,458,2.4,1,,260,21,,0.25,4.32,0.8,0.5,0.015,0.28,0.49,0.11,0.094,33.5,12.6
4907,10007,397.00,19.00,1.87,1.16,0,0.25,0.31,0.28,0.44,,240,1.98,61,57,254,541,1.69,0.68,,5,2,0,0.5,2.48,0.2,0.83,0.019,0.04,1.77,0.31,0.1,14.6,1.64
4908,10009,385.00,19.60,0.11,1.32,0,0,0.21,0.3,0.49,,68.8,0.63,34.2,212,208,361,2.96,1.3,,120,1,0,0,1.6,0,0,0.051,0.029,1.61,1.43,0.14,12.3,1.64
4909,10013,457.00,17.20,5.12,2.09,0,,0.37,0.29,0.72,,59.4,3.99,66.6,179,166,322,2.85,0.11,,106,98.4,,0.34,2.27,0,5.87,0.04,0.29,1.16,0.28,0.044,48,17.6
4910,10020,415.00,20.70,2.69,0.47,0,,0.072,0.046,0.16,,64.5,0.64,144,108,173,387,1.58,0.27,,114,2,,0.5,0.8,,3.4,0.04,0.096,1.44,0.41,0.083,7.67,4.61
4911,10022,449.00,21.80,1.30,1.52,0,0,0.26,0.35,0.75,,65.5,1.36,51,229,208,182,7.27,0.42,,65,10.5,0,0.5,1.5,,2.1,0.009,0.056,4.9,0.4,0.17,1,4.04
4912,10025,520.00,19.50,1.79,4.29,0,0,0.55,1.26,1.4,,53,1.62,55,302,248,478,4.42,1.99,,100,26,,,2.4,0,3.6,0.084,0.53,2.1,0.73,0.2,25.5,6.79
4913,10027,420.00,16.20,5.33,1.48,0,0,0.14,0.13,0.42,,72.5,9.67,12.9,231,432,625,2.05,0.5,,80,81,0,0,1,,22.1,0.11,0.29,2.03,0.47,0.13,20.1,39.5
4914,10031,312.00,16.30,0.56,0.70,0,0.25,0.17,0.16,0.23,,73,0.65,26,150,140,85.7,1.5,0.89,,20,21,,0.5,,0.8,0.5,0.01,0.05,0.36,0.21,0.028,17.7,4.87
4915,10033,,22.80,,1.27,0,,0.22,0.26,0.34,,35.4,0.2,29.7,171,318,188,1.32,0.94,,14.1,2,0.043,0.5,5.98,,,0.057,0.046,1.91,0.09,0.12,,1.77
4916,10037,632.00,32.50,1.64,1.40,0,,0.24,0.16,0.27,,180,5.77,60,,637,744,3.46,1,,,203,,,,,8.5,0.017,1.73,2.19,0.9,0.27,24,5.4
4917,10043,438.00,18.90,3.06,1.76,0.00092,0.12,0.35,0.35,0.57,,130,2.67,62.2,157,271,439,4,0.64,,68.3,35,0.00025,0.18,1.91,0.13,3.28,0.032,0.23,1.71,0.41,0.12,22.1,9.94
4918,10044,,20.90,,0.98,0,,0.14,0.16,0.2,,84,1.28,45,208,283,270,1.7,0.83,,394,2,0.008,0.5,3.01,,,0.049,0.033,2.32,0.22,0.16,,3.35
4919,10057,,18.30,,3.80,0,,1.14,1.15,1.2,,230,2,64,250,260,385,5.9,0.91,,80,21,,0.25,6.42,0.8,0.5,0.015,1.25,1.43,0.79,0.12,95.1,9.13
4920,10061,,22.60,,0.96,0,,0.23,0.15,0.3,,109,1.64,43.5,177,288,730,1.38,0.73,,4.12,2,0.0086,0.5,2.15,,,0.04,0.041,3.16,0.26,0.19,,6.62
4921,10062,,23.40,,0.98,0,,0.19,0.14,0.27,,44.4,0.34,49,183,291,570,2,1.21,,22.1,2,0.015,0.36,1.92,,,0.024,0.029,3.77,0.44,0.18,,1.85
4922,10064,,26.60,,1.18,0,,0.25,0.22,0.28,,81.1,0.84,54.3,203,207,138,1.99,0.29,,40.9,2,0.013,0.5,1.91,,,0.04,0.042,2.91,0.13,0.18,,2.46
4923,10079,659.00,29.80,4.40,2.08,0,0,0.45,0.32,0.48,,106,9.54,60,279,630,460,3.36,0.74,,,90,0,0,1.2,0.1,8,0.057,0.076,3.78,0.9,0.65,24,36
4924,10080,336.00,13.50,2.83,1.57,0,0,0.45,0.3,0.64,,70,8.48,,,,402,,,,,,,,,,,,,,,,,
4925,10084,725.00,17.90,8.45,7.48,0,,1.88,2.75,2.14,,39,1.01,38,251,279,306,1.74,2.11,,,11,,,,,4.2,0.056,0.46,2.6,0.51,0.058,5,1.23
4926,10099,338.00,16.60,0.23,1.40,0,0.3,0.31,0.24,0.75,,,,,,,109,,,,,,,,,,,,,,,,,
4927,34501,,21.90,,0.90,0,,0.3,0.2,0.22,,39,0.52,22,92,110,87.8,0.56,0.03,,20,21,,1.12,,0.8,,0.035,0.07,1.47,0.23,0.15,5,2.29
4928,10001,326.00,14.40,2.17,1.19,0,0,0.28,0.11,0.39,,17.5,0.2,44.2,166,227,243,1.13,0.15,,12.8,2,0,0.36,1.39,0,4.7,0.04,0.032,1.57,0.24,0.096,11,3.15
4929,10003,351.00,17.00,0.78,1.31,0,0.5,0.19,0.096,0.38,,220,1.16,51.4,225,388,191,2.91,0.09,,42.6,2,0,0.5,0,0,0,0.04,0.14,1.9,0.4,0.1,17,4.99
4930,10008,330.00,16.10,1.29,0.92,0,0,0.19,0.13,0.26,,90,2.6,48.3,157,35,138,1.17,2.8,,6,30,0,0.5,5,0.1,15,0.02,0.12,1.7,,0.028,8.5,0.92
4931,10010,362.00,17.90,0.94,1.15,0,0,0.13,0.24,0.34,,68.8,0.45,34.2,150,204,361,2.96,1.3,,240,11,0,0,1.19,0,2.5,0.038,0.038,1.7,1.47,0.12,12,3.78
4932,10011,283.00,8.64,3.86,1.91,0,,0.34,0.23,0.35,,92.7,2.18,90.2,94.6,175,578,22.5,1.29,,101,14.2,,0.5,1.21,0,5.13,0.037,0.15,1.95,0.65,0.095,12.5,28.6
4933,10014,303.00,11.20,2.69,1.82,0,0,0.45,0.4,0.49,,51.5,6.78,31,213,276,339,2.36,0.18,,138,60,0,0,1.6,0.1,6.4,0.11,0.23,1.6,0.44,0.077,39.5,12.3
4934,10015,368.00,17.70,1.07,1.34,0,0,0.25,0.31,0.67,,60.6,1.12,30.3,241,340,180,5.69,0.38,,65,15,0,,1.47,,2,0.044,0.097,3.06,0.35,0.17,1,3.5
4935,10016,323.00,16.20,0.51,1.05,0,0,0.35,0.11,0.37,,37.1,2.74,31,236,351,372,1.81,0.76,,21,25,0,0,2.4,,5.3,0.057,0.37,2.1,0.5,0.33,14,2.5
4936,10017,339.00,11.50,2.66,2.65,0,0.16,0.21,0.17,0.46,,46,7.81,19,168,180,329,0.96,0.053,,80,53,0,0,0.68,0.2,13,0.048,0.13,1.08,0.15,0.035,10.5,11.3
4937,10018,255.00,12.90,0.97,0.50,0,0,0.16,0.058,0.13,,50.1,2.32,33,166,265,271,2.36,0.61,,20.3,20,0,0.5,1.65,0.1,5,0.048,0.059,3.2,0.5,0.36,14,15
4938,10019,555.00,23.80,7.61,0.57,0,0,0.031,0.029,0.022,,57,5.02,86,141,347,206,1.62,1.03,,,26,0,0,0.13,0.1,4,0.028,0.11,1.08,0.21,0.34,6,9.07
4939,10021,420.00,19.70,3.21,0.84,0,0,0.19,,,,84.8,3.21,49.8,195,278,182,2.81,0.72,,120,,,0.2,1.7,,0,0.035,0.03,3.2,0.37,0.15,19,1
4940,10024,381.00,19.10,1.53,0.79,0,0,0.21,0.17,0.25,,41.5,2.92,43.3,144,505,287,3.4,0.55,,141,0,,0,1.5,0,3,0.13,0.01,2,1.5,0.21,17,0.9
4941,10026,290.00,10.70,2.77,1.67,0,,,,,,88,10.9,44,,382,,4.6,1.1,,,,,,,,,,,,,,,
4942,10030,290.00,14.80,0.81,0.64,0,0,0.11,0.16,0.25,,53.5,1.71,25.5,245,300,157,1.18,0.37,,68,11,0,0.25,1.5,0,1.7,0.056,0.056,2.1,0.57,0.48,26,2.2
4943,10035,283.00,8.64,3.86,1.91,0,0,0.34,0.23,0.35,,81,2.07,78.1,94.6,215,566,21.8,1.45,,101,14.2,0,0.5,1.21,,6.5,0.037,0.15,1.95,0.65,0.095,6.5,28.6
4944,10036,226.00,10.20,1.16,0.90,0,0,0.17,0.21,0.19,,186,6,,267,260,510,45,,,,75,0,0.54,0.46,,0,0.1,0.2,1.5,,0.16,10,
4945,10038,446.00,23.40,0.74,0.90,0.5,,0.17,0.18,0.31,,,,,,,240,0.9,,,,2,0,,2.85,,0,,0.02,,,0.07,13,
4946,10039,438.00,19.50,0.03,2.86,0,0,0.47,0.88,1.41,,84,1.67,42.5,208,268,275,7.7,0.44,,60,2,0,0,2.4,0,2.5,0.097,0.17,2.4,0.71,0.21,25.9,9.55
4947,10041,422.00,14.40,8.69,0.83,0,0,0.15,0.11,0.1,,31,5.9,48,154,215,189,0.82,0.2,,,2,0,0,4,,2,0.15,0.19,1.5,3,0.15,5,0.73
4948,10045,354.00,17.90,1.15,0.84,0,0,0.094,0.032,0.17,,11.9,0.58,44,224,392,137,1.56,0.1,,28,2,,0.5,1.04,,,0.04,0.046,1.97,0.092,0.13,,2
4949,10048,345.00,17.30,1.78,0.54,0,,,,0.34,,22,,,234,,,,,,,,,,,,,,,,,,,
4950,10049,376.00,17.50,3.10,0.70,0,0,0.3,,,,,,,,,150,,,,,,,,,,,,,,,,,
4951,10059,392.00,21.90,0.00,0.53,0,,0.11,0.096,0.13,,64,0.52,35,214,264,119,1.34,0.39,,,,,,,,,,,,,,,
4952,34500,297.00,16.20,0.66,0.28,0,0,0.073,0.053,0.1,,18.5,2.58,21.5,241,302,54.5,1.5,0.25,,6,15,0,0.35,1,0.1,5,0.15,0.19,1.2,,0.84,12.5,0.4
4953,8059,798.00,12.20,3.50,13.60,3.5,1.6,1.1,7.8,3.58,,,,,,,440,,,,,,,,,,,,,,,,,
4954,8080,1010.00,13.90,0.30,20.70,0,0.3,4.24,9.31,5.98,,26,0.55,22,130,200,385,0.39,0.04,,20,41.8,,2.58,4.05,10.1,0.5,0.083,0.062,5.42,0.4,0.14,11.7,3.57
4955,8081,985.00,15.10,2.00,18.40,1.6,0.9,2.4,8.9,5.84,,14,0.4,21,130,222,510,0.4,0.1,,10,6,,2.5,4.65,,,0.056,0.11,4.25,0.42,0.24,19,2.15
4956,8082,826.00,16.40,1.65,13.80,1.4,1.2,1.1,6.7,5.35,,18.4,0.7,25.5,121,202,490,0.5,0.1,,6,5,,1.2,7.09,,,0.22,0.07,9.1,0.16,0.36,27,2.6
4957,8083,1020.00,11.00,1.00,22.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,8291,714.00,11.00,5.50,11.40,1.4,0.2,4,4.07,2.83,,30.5,0.4,19,66,210,500,0.4,0.1,,25,15,,1.2,4,,0.5,0.045,0.11,1.6,0.32,0.12,23,1.05
4959,8292,782.00,8.40,6.50,14.00,1.3,1.2,3.4,6.39,2.59,,183,2.3,22.7,66,157,590,1.2,0.05,,310,15,,1.2,4,,0,0.045,0.11,1.6,0.32,0.12,23,1.05
4960,8293,2200.00,6.75,3.19,54.80,0.74,0.75,4.61,32.1,16.2,,8.5,0.4,6.6,79,80.9,676,0.7,0.1,,10,5,53,0.96,9,,0.5,0.1,0.095,0.57,0.64,0.084,16,2.7
4961,10002,1050.00,8.69,21.20,14.40,1.66,2.58,1.77,3.45,4.66,,32.1,1,20.4,236,88.8,852,1,0.1,,18.8,2,50,0.2,1.8,,0,0.05,1.1,0.56,0.3,0.05,11.5,1.2
4962,10005,468.00,14.80,8.72,1.80,0.33,0.6,0.23,0.27,0.48,,120,3.5,32,220,110,638,11.9,0.44,,60,0,,0,2.4,0,0,0.05,0.4,1.7,0.71,0.3,20,13.5
4963,10012,1180.00,10.90,29.00,13.60,,,1.5,4.1,7.3,,,1.7,24,310,130,660,0.6,0.16,,41,0,0,0,0,,0,0.11,0.04,1.2,0.26,0.09,0,1
4964,10023,930.00,6.50,26.00,10.00,1,11,0.5,7.09,0.79,,77,1,18.1,,102,770,0.5,,,22,,,,,,,,,,,,,
4965,10028,431.00,14.60,5.93,2.20,0,0.5,0.54,0.3,1.06,,57,8.44,42,189,98,639,3.56,0.16,,197,21.1,,0,3.5,0,0,0.01,0.11,1,,0.08,27,10.2
4966,10042,1150.00,12.90,2.26,23.70,1.69,1.02,14.8,5.63,0.85,,,2.5,35,150,89,665,1.2,2.3,,20,131,,0.5,,10.4,,0.065,0.04,0.2,0.25,0.069,14.1,0.26
4967,10081,605.00,12.50,5.00,7.90,2,3.7,0.91,2.08,3.33,,,,,,,691,,,,,,,,,,,,,,,,,
4968,25433,1140.00,12.40,15.10,17.60,3,2.55,2.3,9.46,5.01,,55.3,1.1,18,110,216,583,0.8,0.1,,20,7.5,,0.5,4.84,,0.5,0.064,0.1,1.1,0.35,0.19,33,0.43
4969,25537,810.00,19.80,0.22,12.70,0,0,2.44,6.78,2.92,,14.9,0.64,24.7,173,279,39,0.55,0.08,,37.9,13.6,,4.23,3.25,,4.21,0.25,0.08,6.26,1.46,0.55,16.3,4.33
4970,25995,1020.00,19.70,0.55,18.30,0,,4.27,7.63,4.73,,38,1.1,23,170,200,337,0.8,0.1,,20,51.7,5,4.56,1.23,0.8,0.5,0.027,0.14,5.32,0.47,0.062,8.37,10.5
4971,25999,830.00,24.80,1.48,10.30,1,,0.86,2.09,4.49,,,,,,,,,,,,,,,,,,,,,,,,
4972,26000,765.00,26.40,0.20,8.45,0.25,0,3.08,3.55,1.4,,189,3.22,43.7,231,355,4210,2.92,0.25,,30,5,0,1.7,1.16,12.1,0.5,0.04,0.25,3.9,0.63,0.37,14.5,20.9
4973,26002,1010.00,13.40,8.86,16.80,1,,2,3.4,10.7,,27,0.54,22.4,132,234,264,0.73,0.052,,14,0,,0,0,0,0,0.18,0.06,0.8,0.82,0.12,27,0
4974,26004,462.00,10.40,1.00,7.27,0,0,1.97,1.42,3.52,,11.6,0.4,3,83,68.4,1950,0.8,0.1,,60,13,0,2.65,1.89,0.6,0.5,0.04,0.071,0.16,0.28,0.08,25,5.45
4975,26005,1060.00,25.00,,17.10,0,,3.21,4.88,7.33,,,,,,,,0.8,0.04,,117,,,,1.6,,,0.49,0.071,0.08,0.28,0.08,25,5.45
4976,26010,880.00,13.70,8.00,13.80,0,1.9,2.51,8.02,1.92,,53.5,1.07,7.2,70.5,56.5,1030,0.59,0.11,,47,27.3,0,13.2,1.48,0.2,0,0.033,0.13,2.9,0.081,0.19,1.9,5.1
4977,26016,863.00,16.70,11.90,10.20,0,1,1.3,3.8,4.63,,,,,,,270,0.5,0.01,,25,,0,,0.1,,,0.1,0.1,3.8,0.29,0.14,13,1
4978,26027,696.00,13.00,3.99,11.00,0,1,2.35,2.19,3.4,,250,2.5,29,280,310,400,1.3,0.16,,64,7,0,14,2.5,,,0.01,0.33,5.9,0.85,0.27,0,13
4979,26028,1060.00,13.20,18.40,13.70,2.5,1.6,1.69,4.6,5.19,,31.1,0.7,22.3,130,259,418,0.41,0.045,,48.7,2,0,,0,,,0.11,0.07,1.24,0.32,0.15,32.2,1.54
4980,26029,679.00,11.00,16.10,5.73,0.9,2.2,1.3,1.94,2.24,,20,0.51,29,108,322,270,0.53,0.07,,110,,,,,,,0.09,0.14,1.7,0.33,0.28,,1
4981,26030,809.00,11.90,13.40,10.00,0.9,1.1,2.15,3.34,4.09,,15.1,0.44,32.4,164,286,338,0.39,0.055,,5,16,0,,3.8,,0.5,0.062,0.073,1.6,0.25,0.12,29,1.95
4982,26034,867.00,24.40,0.49,12.00,0,0,2.56,4.33,3.41,,333,1.97,38.5,306,368,300,1.89,0.062,,80.1,4.7,0,7.56,1.44,0,0,0.04,0.16,7.1,0.68,0.28,16,13.6
4983,26035,804.00,20.20,1.38,11.60,1.05,0.7,3.04,3.65,4.24,,378,2.6,32.5,352,376,280,1.8,0.24,,45.1,4,,12.5,2.3,0,0,0.04,0.17,7.38,0.7,0.15,16,9.88
4984,26039,471.00,26.80,0.00,0.40,0,0,0.086,0.078,0.12,,6.26,0.76,24,155,207,251,0.45,0.031,,16,6.5,0,5.08,1.2,0,0,0.03,0.053,13.6,0.094,0.44,16.3,2.53
4985,26040,845.00,24.30,1.06,11.20,0,0,3.13,3.84,3.65,,798,3.3,,530,357,291,2.2,0.1,,15,4,0,10.8,1.9,,0,0.04,0.15,7.1,0.69,0.36,12,13.7
4986,26046,525.00,8.31,11.80,4.92,0.33,2.1,0.46,2.37,1.36,,19,0.4,11.5,44,51.8,632,0.19,0.04,,10,28,0,0.5,1.1,0.1,0,0.02,0.021,0.22,0.07,0.03,2,0.71
4987,26056,614.00,26.90,0.10,4.20,0,,0.56,0.65,1.31,,8.2,1.11,12.8,453,280,290,4.3,0.082,,230,8.7,,27.2,,,,,,,,,,
4988,26077,697.00,30.00,0.00,5.06,0,,1.35,1.07,2.18,,1.33,1.01,34.3,307,390,41.1,0.54,0.22,,40,4,0,,,,,,,,,,,
4989,26086,946.00,17.70,1.94,16.30,1.02,0.94,2.92,6.35,4.51,,20,1.1,25,135,326,257,1,0.1,,63.8,48.4,,2.38,0.9,0,0,0.06,0.16,4.55,0.6,0.3,19,7.5
4990,26096,902.00,20.80,1.09,14.20,0.58,0.8,3.92,2.5,7.09,,22.9,1.3,26.7,127,180,405,0.4,0.1,,20,38,,7.3,1.63,,,0.051,0.15,5.1,0.23,0.25,,8.2
4991,26097,862.00,17.80,2.25,14.10,0,0.5,2.92,5.91,4.88,,184,0.84,17,123,165,387,1.02,0.1,,14.4,19,0,5.44,0.88,,,0.025,0.24,4.42,0.27,0.2,,9.14
4992,26119,751.00,20.50,1.50,10.20,0,,1.68,3.27,2,,270,0.45,42,440,300,488,0.7,0.038,,30,90,,13,1.5,0,0,0.04,0.18,7,0.55,0.45,12,3.1
4993,26123,787.00,21.60,0.00,11.40,0,0,2.73,4.37,3.11,,128,1.57,30.5,261,225,485,1.31,0.13,,21.9,76.2,0,5.01,0.97,0.1,0,0.05,0.19,6.39,0.58,0.23,7.5,7.32
4994,26124,797.00,12.60,13.00,9.57,0.9,1.7,1.1,3.42,4.63,,48,0.7,33,260,320,250,0,0,,,0,,0,2.48,,0,0,0,0,0,0,0,0
4995,26142,1790.00,7.25,1.10,44.40,0,,6.87,21.9,10.4,,10,2.1,10.3,145,130,446,2,0.4,,105,4170,,54.3,4.96,,4,0.04,0.6,3.28,0.54,0.15,188,14.4
4996,26151,,26.30,,9.50,0,0.2,1.65,3.03,4.22,,58,1.1,46,400,180,1070,3.1,0.17,,70,343,,7.17,9.74,1.58,0.5,0.5,0.88,0.1,3,0.1,165,10.4
4997,26177,540.00,25.00,0.00,3.10,0,0,0.82,0.76,1.05,,542,6.9,,481,215,3600,1.7,,,,55,0,4.6,0.29,,0,0.06,0.26,14,,0.14,8,
4998,26179,807.00,31.30,1.01,6.95,0,0,1.41,3.9,1.3,,1,0.5,35.9,196,331,270,0.4,0.1,,6,4,0,0.86,1.75,,0,0.04,0.051,15.6,0.16,0.63,5,2.45
4999,26180,861.00,23.30,0.76,12.20,0,,1.34,3.7,6.58,,12,0.77,32,180,220,373,0.65,0.06,,20,21,,0.81,7.65,0.8,,0.015,0.028,10.9,0.16,0.14,9.99,3.05
5000,26181,542.00,26.60,0.58,1.98,1.5,0.094,0.71,0.37,0.8,,1.5,1.3,26.1,166,245,283,0.4,0.1,,1,22,,6.1,1.08,2.3,,0.04,0.045,10.6,0.16,0.4,,2.05
