id,source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
3858,13023,344.00,1.13,16.10,0.50,2,15.7,0.01,0.01,0.01,,3.6,0.26,18,27,200,5,0.23,0.2,,20,0,5,0,0.08,0.8,19.2,0.015,0.01,1.06,0.055,0.12,28.3,0
3859,13024,200.00,0.81,9.17,0.50,1.7,8.6,0.01,0.01,0.01,,23,0.09,9.3,18,140,5,0.1,0.04,,20,0,147,0,0.21,0.8,49.2,0.064,0.01,0.23,0.2,0.079,27.6,0
3860,13025,314.00,0.63,14.30,0.50,1.6,12.9,0.01,0.01,0.01,,12,0.09,11,12,150,5,0.11,0.07,,20,0,864,0,2.05,1.12,25,0.015,0.01,0.72,0.18,0.1,70.2,0
3861,13026,265.00,1.13,14.80,0.50,1.3,10.6,0.01,0.01,0.01,,11,0.21,16,17,380,24,0.18,0.06,,20,0,2500,0,0.08,0.8,8.14,0.015,0.01,0.6,0.15,0.055,58.9,0
3862,13027,325.00,0.63,18.00,0.50,2.2,13.3,0.01,0.01,0.01,,11,0.13,8.2,21,240,5,0.11,0.08,,20,,346,,1.52,1.82,5.29,,0.015,0.1,0.27,0.074,12.5,
3863,13028,244.00,0.87,10.60,0.33,2.4,9.96,0.028,0.047,0.15,,6,0.28,6,12,77,1,0.16,0.057,,0.5,0,32,0,0.57,19.3,9.7,0.037,0.041,0.42,0.12,0.052,6,0
3864,13029,198.00,1.13,6.53,0.70,5.2,6.1,0.07,0.15,0.43,,31,0.4,20,25,200,5,0.18,0.07,,20,0,156,0,1.28,14.1,10.1,0.015,0.02,0.33,0.31,0.015,17,0
3865,13030,,1.16,8.90,0.31,1.7,7.89,0.025,0.088,0.11,,3.38,0.28,8.31,26.7,201,1.09,0.091,0.078,,0.3,0,150,0,0.77,2.2,5.4,0.034,0.027,1.13,0.19,0.025,5,0
3866,13034,192.00,0.75,8.03,0.50,2.7,7.6,0.01,0.01,0.01,,66,0.57,15,38,180,5,0.25,0.04,,20,0,5,0,0.19,0.8,47.5,0.045,0.01,0.37,0.16,0.01,25.9,0
3867,13035,178.00,0.75,8.53,0.30,1.8,8.1,0.01,0.01,0.01,,22,0.16,18,8.7,200,5,0.05,0.01,,20,0,351,0,0.08,0.8,65.3,0.017,0.017,0.29,0.18,0.02,55.3,0
3868,13036,165.00,0.69,8.33,0.50,0.5,7.9,0.01,0.01,0.01,,6,0.16,11,9.7,100,5,0.09,0.03,,20,0,1220,0,0.08,0.8,4.26,0.015,0.01,0.3,0.2,0.064,36.9,0
3869,13037,,0.49,10.90,0.27,2.9,9.01,0.067,0.057,0.12,,6.46,0.072,8.23,15.4,132,1.8,0.097,0.071,,0.4,0,14,0,0.41,4.4,4.62,0.015,0.021,0.23,0.06,0.022,11.5,0
3870,13039,,0.25,11.60,0.25,1.4,9.35,0.052,0.01,0.15,,5.34,0.099,6.47,14.4,119,1.5,0.031,0.041,,0.2,0,21.4,0,0.37,2.39,6.25,0.016,0.019,0.091,0.079,0.048,6,0
3871,13040,169.00,0.50,8.02,0.50,0.8,6.6,0.01,0.01,0.01,,14,0.06,7.2,17,140,5,0.07,0.02,,20,0,539,0,0.08,0.8,42.4,0.043,0.01,0.1,0.19,0.36,52.9,0
3872,13041,301.00,0.94,16.40,0.50,1.7,10.4,0.01,0.01,0.01,,13,0.16,9.5,20,250,5,0.12,0.1,,20,0,430,0,1.2,0.8,4.16,0.015,0.01,0.23,0.25,0.049,18.4,0
3873,13043,,1.08,9.00,0.33,1.6,8.16,0.027,0.096,0.12,,7.32,0.15,11.2,21,215,1.11,0.12,0.075,,0.3,0,162,0,1.27,2.6,6.6,0.022,0.046,0.7,0.16,0.028,4.1,0
3874,13044,311.00,0.75,16.60,0.50,1,15.5,0.01,0.01,0.01,,12,0.2,7.6,16,200,5,0.05,0.19,,20,,7.54,0.25,0.31,5.44,1.07,0.043,0.01,0.1,0.077,0.043,16.3,0
3875,13045,,0.63,15.60,0.40,1.4,15,0.13,0.016,0.12,,8.98,0.2,6.78,21.8,152,0.39,0.038,0.078,,0.4,0,24,0,0.4,,10.8,0.045,0.01,0.15,0.075,0.04,5,0
3876,13047,,0.78,1.47,0.23,2.47,1.47,0.053,0.023,0.12,,129,0.28,13.5,18.6,239,3,0.17,0.039,,0.3,0,62.5,0,0.31,29.3,9.7,0.028,0.03,0.25,0.08,0.032,7.25,0
3877,13050,,0.27,10.70,0.13,1.3,10.1,0.021,0.005,0.037,,5,0.07,4,11,90,0,0.05,0.031,,0.1,0,17,0,0.05,0.6,4,0.019,0.028,0.091,0.071,0.037,0,0
3878,13054,,1.15,3.90,0.32,2.8,3.9,0.019,0.03,0.18,,3,0.08,10,12,133,2,0.12,0.14,,0.4,0,25,0,0.15,0,34.4,0.014,0.016,0.37,0.39,0.017,12,0
3879,13056,,1.72,15.40,0.64,2.65,12.9,0.23,0.055,0.19,,9,0.29,17,26,287,7,0.16,0.069,,0.4,0,2,0,0.27,,12.1,0.096,0.13,0.61,0.35,0.26,23,0
3880,13061,,0.71,8.20,0.42,6.4,8.2,0.1,0.056,0.14,,17,0.14,9,19,172,3,0.06,0.036,,,0,2,,0.16,3.5,32.9,0.006,0.018,0.3,0.23,0.067,23,0
3881,13063,,0.37,6.00,0.31,4.45,1.02,0.01,0.01,0.04,,118,0.25,77,17.5,175,4.5,0.14,0.019,,1.5,0,60,0,0.01,2.9,12.5,0.011,0.046,0.38,,0.079,8,0
3882,13066,290.00,0.88,14.30,0.30,3.4,13.9,0.01,0.01,0.01,,6.9,0.06,7.2,13,160,5,0.05,0.03,,20,0,180,0.25,0.12,0.8,3.41,0.015,0.01,0.1,0.14,0.01,22.1,0
3883,13067,170.00,1.13,3.14,0.30,4.3,2.1,0.01,0.01,0.01,,57,0.2,14,24,190,6,0.15,0.08,,20,0,12.4,0,0.45,0.8,29.3,0.015,0.023,0.25,0.23,0.018,36.5,0
3884,13071,,1.44,8.10,0.39,1.7,8.1,0.027,0.041,0.21,,39,1.85,18,38,194,10,0.12,0.06,,0.4,0,9,0,0.87,7.8,36.4,0.029,0.1,0.62,0.26,0.05,6,0
3885,13077,,0.65,20.00,0.21,0.9,,,,,,22,0.35,7,9,42,11,0.08,0.066,,,0,2,,,,4.9,0.013,0.022,1.35,0.018,0.02,8,0
3886,13080,,2.65,57.40,0.60,5.1,38.8,0.24,0.17,0.056,,74,2.8,92,113,628,28,0.1,0.086,,,0,18,0,0.1,2.8,3.5,0.43,0.15,1.94,0.14,0.066,14,0
3887,13083,,1.59,9.02,0.73,5.15,8.92,0.21,0.067,0.31,,14,0.26,16,40,308,2,0.21,0.23,,0.71,0,374,0,0.73,2.6,228,0.052,0.04,1.08,0.45,0.094,49,0
3888,13085,,0.40,11.60,0.10,1.6,11,,,,,3.59,0.14,3.76,8.61,154,3.69,0.09,0.035,,1.12,0,,0,0.27,,4,0.03,0.02,0.1,,0.06,1,0
3889,13086,232.00,0.50,11.70,0.50,2.5,11.3,0.01,0.01,0.01,,2.8,0.06,3.5,8.8,110,5,0.05,0.03,,20,,59.8,,0.08,0.8,1.29,0.015,0.01,0.1,0.078,0.052,8.93,
3890,13100,,0.66,9.92,0.29,1.5,9.92,0.038,0.076,0.1,,7.29,0.16,6,17.8,149,3,0.096,0.06,,0.4,0,190,0,0.33,6.4,7.25,0.024,0.026,0.41,0.14,0.037,4,0
3891,13101,335.00,0.75,16.90,0.50,2,16.5,0.12,0.13,0.23,,16,0.14,7.5,21,150,5,0.07,0.08,,20,,27.4,,0.35,2.18,4.14,0.031,0.056,0.1,0.1,0.054,8.34,
3892,13107,,0.30,10.40,0.10,2.47,10.4,,,,,11,0.2,7,13,150,3,0.1,0.06,,1,0,,0,,,6,0.2,0.03,0.2,0.07,0.02,2,0
3893,13110,,1.10,10.50,0.30,1.65,8.49,0.084,0.082,0.09,,16,0.32,9,15,173,3,0.1,0.1,,,0,770,0,0.07,2.1,10,0.03,0.04,0.4,0.14,0.044,8,0
3894,13112,,0.72,15.70,0.16,0.9,15.5,0.054,0.007,0.048,,10,0.36,7,20,191,2,0.07,0.13,,0.75,0,39,0,0.19,14.6,3.2,0.069,0.07,0.19,0.05,0.086,2,0
3895,13113,,0.75,7.60,0.13,5.13,4.04,0.011,0.018,0.055,,11,0.44,6,13.5,98.8,8,0.1,0.061,,0.15,0,36,0,1.2,5.1,13.7,0.012,0.018,0.3,0.3,0.057,1,0
3896,13121,227.00,0.50,11.40,0.50,2.6,10.6,0.01,0.01,0.01,,3.2,0.08,2.9,7.6,110,5,0.05,0.03,,20,,12.8,,0.08,0.8,2.21,0.015,0.01,0.1,0.061,0.029,7.16,
3897,13122,217.00,0.50,10.70,0.50,2.8,10.1,0.01,0.01,0.01,,3.2,0.06,2.8,7.6,110,5,0.05,0.04,,20,,11.6,,0.08,0.8,2.31,0.015,0.01,0.1,0.07,0.03,5.76,
3898,13125,,1.38,5.40,0.30,10.6,4.17,0.042,0.012,0.096,,134,0.9,15,12,160,6,0.25,0.092,,,0,7,0,0.25,0,129,0.06,0.08,0.4,0.32,0.17,13,0
3899,13126,,0.64,11.40,0.50,7,,0.028,0.055,0.27,,42.7,1.25,18.5,47.4,301,7,0.16,0.062,,2.5,0,,0,1,,32.5,0.07,0.06,1.1,0.14,0.21,9,0
3900,13132,,0.68,8.90,0.43,2.81,8.9,0.032,0.055,0.17,,10,0.39,4.25,10,55.5,1,0.068,0.035,,,0,29,0,0.5,17.1,8.08,0.029,0.041,0.45,0.13,0.059,7,0
3901,13134,,0.50,11.40,0.15,1.23,11.2,0,0.014,0.061,,14.5,0.29,16.4,16.7,203,0.81,0.094,0.071,,1.18,0,35,0,0.37,,20,0.043,0.032,0.32,0.15,0.17,20.2,0
3902,13136,,1.16,6.43,0.80,6.05,6.03,0.062,0.061,0.52,,29.9,0.78,17,38,228,2.17,0.34,0.11,,0.4,0,,0,1.4,,24.5,0.03,0.05,0.5,0.24,0.09,44,0
3903,13148,218.00,0.69,11.30,0.50,0.6,8.8,0.01,0.01,0.01,,4.8,0.13,8,19,220,5,0.11,0.06,,20,,144,,0.08,0.8,3.38,0.015,0.01,0.56,0.22,0.01,8.4,
3904,13149,220.00,0.81,11.40,0.50,0.5,8.9,0.01,0.01,0.01,,5,0.13,8.1,18,210,5,0.1,0.07,,20,,5,,1.04,0.8,3.01,0.015,0.02,0.1,0.22,0.01,11.9,
3905,13150,,1.22,10.70,0.42,5,,0.015,0.041,0.25,,29,0.8,22,30,140,1,0.25,0.12,,,0,68,0,1.17,19.8,3.1,0.029,0.046,1.21,0.15,0.061,34,0
3906,13179,,0.69,7.31,0.10,1.1,7.31,0.014,0.013,0.024,,12,0.06,9,8,148,0,0.07,0.05,,,0,14,0,0.13,0,33.3,0.037,0.02,0.27,0.28,0.043,10,0
3907,13180,,0.77,6.20,0.14,1.6,6.2,0.021,0.02,0.036,,22,0.08,9,18,135,0,0.07,0.032,,,0,686,0,0.13,0,31.2,0.043,0.031,0.2,0.26,0.053,13,0
3908,13188,223.00,0.50,11.40,0.50,3.1,9.4,0.01,0.01,0.01,,3.9,0.09,5.3,9.3,99,5,0.07,0.05,,20,,19.3,,0.08,0.8,1.39,0.015,0.01,0.1,0.065,0.01,12.6,
3909,13189,228.00,0.50,11.50,0.50,3.1,9.4,0.01,0.01,0.01,,6.1,0.07,5.3,9.8,120,5,0.09,0.05,,20,,5,,0.08,0.8,2.57,0.015,0.01,0.1,0.06,0.01,18.4,
3910,13190,219.00,0.50,11.20,0.50,1.9,10.8,0.01,0.01,0.01,,4,0.06,3.6,10,120,5,0.05,0.04,,20,,54.6,,0.08,0.8,2.85,0.015,0.01,0.1,0.078,0.039,5,
3911,13191,230.00,0.50,11.90,0.50,1.9,11.1,0.01,0.01,0.01,,3.6,0.06,3,7.8,91,5,0.05,0.03,,20,,11.6,,0.08,0.8,1.33,0.02,0.01,0.1,0.1,0.035,6.98,
3912,13192,254.00,0.50,12.80,0.50,2.9,12.3,0.01,0.01,0.01,,2.8,0.07,3,7.5,110,5,0.05,0.03,,20,,32.3,,0.08,0.8,2.13,0.015,0.01,0.1,0.093,0.058,5,
3913,13193,199.00,0.69,9.48,0.50,2.1,8.7,0.01,0.01,0.01,,4.1,0.11,7.1,18,180,5,0.11,0.06,,20,,5,,0.19,0.8,3.85,0.015,0.01,0.2,0.18,0.01,7.92,
3914,13194,195.00,0.63,9.63,0.50,1.1,7.8,0.01,0.01,0.01,,3.9,0.12,6.8,18,170,5,0.1,0.06,,20,,5,,0.28,0.8,4.09,0.015,0.01,0.1,0.15,0.01,10.5,
3915,13195,196.00,0.69,9.80,0.50,1,7.6,0.01,0.01,0.01,,4.2,0.11,6.7,17,190,5,0.09,0.06,,20,,130,,0.5,0.8,3.43,0.015,0.01,0.31,0.16,0.015,12,
3916,13529,,1.47,23.30,5.33,3.8,,,,,,6,0.43,30,39,436,2,0.28,0.21,,,0,23,,,,19.7,0.37,0.2,1.07,0.23,0.32,36,0
3917,13549,,1.57,9.60,1.18,5.45,9.36,0.17,0.27,0.3,,65.5,0.67,17.5,19,158,8,0.13,0.095,,,0,0,0,0.15,0,45,0.037,0.09,0.43,0.21,0.036,17,0
3918,13552,,1.31,14.00,0.10,1.1,,,,,,1,0.13,10,21,266,0,0.05,0.17,,,,,,,,84,0.031,0.14,0.3,,,50,0
3919,13614,,0.76,8.62,0.04,1,,,,,,4,0.11,6,17,216,1,0.08,0.048,,,0,0,,,,61,0.034,0.027,0.22,,0.036,,0
3920,13620,242.00,0.50,12.80,0.50,1.4,11.5,0.01,0.01,0.01,,4,0.07,3.8,10,130,5,0.07,0.04,,20,,56,0.25,0.08,0.8,0.5,0.015,0.01,0.1,0.096,0.046,5,
3921,13621,381.00,0.69,20.00,0.50,2.7,19.6,0.01,0.01,0.01,,13,0.22,7.3,20,210,5,0.06,0.12,,20,,67.7,,0.99,5.7,3.11,0.057,0.01,0.1,0.09,0.034,11,
3922,13742,,0.58,4.30,0.17,0.75,4.3,0.044,0.015,0.062,,6,0.34,9.08,15.8,237,24.1,0.086,0.033,,0,0,30,0,0.035,2.9,16.8,0.032,0.016,0.58,0.13,0.072,17,0
3923,13997,,1.11,7.88,0.31,5.3,7.4,0,0.054,0,,40,1,16.9,32.6,225,3,0.22,0.088,,1.15,0,49.5,0,0.67,,87,0.031,0.084,0.38,0.21,0.064,37.6,0
3924,13999,251.00,0.70,11.60,0.26,1.97,9.89,0.023,0.021,0.054,,14.5,0.18,12.1,20.1,197,3.45,0.11,0.059,,6.83,0,314,0.003,0.29,1.98,20.9,0.036,0.014,0.28,0.17,0.065,22,0
3925,13038,432.00,0.23,24.40,0.21,1.53,20.7,0.017,0.0074,0.051,,4.44,0.11,5.09,6,104,,0.025,0.043,,0.2,0,3,0,0.18,0.6,14.5,0.017,0.022,0.072,0.044,0.027,1,0
3926,13048,,0.39,29.20,0.05,2,28.7,0.014,0.01,0.025,,145,0.21,12,8,96,1,0.08,0.027,,0.3,0,44,0,0.19,21.1,3.3,0.018,0.023,0.2,0.05,0.02,5,0
3927,13108,434.00,0.50,23.90,0.09,2,23.1,0.068,0.005,0,,18,0.13,5.8,13,150,5,0.07,0.05,,0.1,0,82.7,0.25,0.87,1.52,42,0.015,0.01,0.15,0.12,0.025,13.6,0
3928,13109,279.00,0.50,15.30,0.08,1.6,14.6,0.037,0.016,0.012,,6.2,0.14,5.5,11,140,5,0.05,0.04,,0.1,0,99.3,0.25,0.53,0.8,11.5,0.015,0.01,0.1,0.095,0.027,9.03,0
3929,13128,,0.72,2.80,0.12,1.7,1.66,0.028,0.01,0.057,,17,0.34,12,18,125,2,0.74,0.12,,,0,0,0,0.12,4.1,7.7,0.025,0.029,0.47,0.25,0.076,93,0
3930,13129,,0.32,14.90,0.48,1.4,14.3,0.14,0.0002,0.0002,,4.7,0.09,4.7,9.6,120,4.38,0.05,0.04,,20,21,23.9,,0.37,,10.1,0.01,0.01,0.12,0.036,0.044,5,
3931,13151,276.00,0.50,15.10,0.08,1.3,14.3,0.064,0.1,0.1,,3.8,0.12,3.9,9.5,120,5,0.05,0.04,,,,8.51,0.25,0.32,0.8,7.75,0.015,0.01,0.1,0.072,0.032,15.1,
3932,13152,,0.32,19.50,0.20,1.61,16.6,0.028,,0,,4,0.15,4,9.3,130,1.71,0.05,0.04,,20,,22.6,,,0.8,11.8,0.01,0.01,0.28,0.067,0.03,5,
3933,13153,249.00,0.50,13.40,0.30,1.7,11.3,0.01,0.01,0.01,,6.2,0.05,6,11,140,5,0.05,0.05,,20,21,31,0.25,0.4,0.8,16.7,0.015,0.01,0.18,0.11,0.01,8.24,
3934,13154,,0.41,16.90,0.56,1.53,15.8,0.12,,,,5,0.18,4.9,12,120,3.33,0.05,0.03,,20,,19.1,,1.67,0.8,10.5,0.23,0.27,3,0.095,0.33,5,
3935,13175,,0.50,21.00,0.50,3,17.5,,,,,4.7,0.1,5.2,12,150,5,0.06,0.06,,20,,5,,0.47,0.8,3.18,0.01,0.01,0.11,0.16,0.06,9.55,
3936,13176,,0.26,11.20,0.36,2.4,11,0.058,0.014,0.1,,5,0.19,3,8,88,1,0.04,0.035,,,0,19,0,0.05,0.6,0.2,0.016,0.012,0.095,0.046,0.044,1,0
3937,13185,340.00,0.25,18.60,0.15,1.68,16.7,0.03,0.0075,0.017,,7.87,0.092,5.59,10,132,1.9,0.033,0.046,,3.72,3.8,45.9,0.091,0.45,0.67,19.6,0.01,0.0096,0.12,0.087,0.02,7.3,0
3938,13187,239.00,1.13,11.70,0.30,1.7,11.7,,,,,4.3,0.1,4.2,9.5,110,5,0.05,0.04,,,,19.9,0.25,0.4,0.8,9.86,0.015,0.01,0.1,0.085,0.035,6.29,
3939,13998,,0.80,25.10,0.54,3.46,25.1,0.051,0.26,0.2,,25.6,0.71,14.5,26.9,204,7.79,0.2,0.074,,0.88,0,44,0,0.45,,60.9,0.024,0.067,0.33,0.22,0.055,34.6,0
3940,13704,,0.50,16.20,0.25,1.4,15.3,,,,,16,0.13,5.3,10,130,12,0.06,0.04,,10,,7.98,,,0.4,0.25,0.7,0.005,0.11,0.071,0.02,9.3,
3941,13705,,0.25,16.20,0.25,2.02,13.2,,,,,11.6,0.11,4.24,9.04,70.3,2.5,0.025,0.07,,,,142,,,0.64,2.91,0.035,0.005,0.05,0.037,0.017,10.8,
3942,13706,,0.50,17.40,0.50,2.1,13.8,,,,,13,0.08,4,9.4,75,5,0.05,0.07,,,,167,,,0.8,0.98,0.041,0.01,0.1,0.038,0.025,10.9,
3943,13707,,0.50,18.30,0.50,1.26,14.3,,,,,11,0.072,3.76,8.36,67,1.2,0.05,0.05,,,,100,,,0.8,0.59,0.039,0.01,0.1,0.031,0.024,11,
3944,13708,,0.50,14.40,0.50,1.9,12.2,,,,,9.5,0.15,4.6,8.5,63,5,0.05,0.07,,,,103,,,1.01,5.87,0.025,0.01,0.1,0.034,0.01,10.6,
3945,13709,,0.50,14.50,0.06,1.18,12.3,0.009,0.012,0.028,,8.18,0.13,4.37,7.74,61.1,1.02,0.05,0.055,,,0,64.1,0,,0.63,6.1,0.016,0.01,0.1,0.033,0.01,9.96,0
3946,13712,,0.94,13.70,0.50,1.4,13.3,,,,,18,0.12,4.9,11,140,9.7,0.06,0.04,,20,,925,,,0.8,2.19,0.7,0.01,0.1,0.12,0.017,6.85,
3947,13713,,0.81,14.00,0.04,0.83,14,0.003,0.021,0.01,,14.3,0.1,4.74,9.25,136,9.86,0.06,0.036,,20,0,551,0,0.6,0.8,2.28,0.68,0.01,0.1,0.11,0.017,6.98,0
3948,13714,,0.50,16.20,0.50,1.4,15.3,,,,,16,0.13,5.3,10,130,12,0.06,0.04,,20,,7.98,,,0.8,0.5,0.7,0.01,0.11,0.071,0.02,9.3,
3949,13715,,0.29,16.60,0.50,0.81,15.1,,,,,11.3,0.11,4.8,8.66,114,12,0.035,0.036,,20,,114,,,0.8,0.5,,0.01,0.12,0.073,0.036,9.89,
3950,13716,,0.50,13.60,0.50,1.4,12.8,,,,,11,0.19,12,7.8,130,1,0.11,0.04,,20,,24.2,,,0.8,4.99,0.063,0.01,2.2,0.067,0.076,13.5,
3951,13717,,0.50,13.60,0.50,0.92,12.6,,,,,10.3,0.19,11.7,7.14,127,0.2,0.11,0.033,,20,,15.9,,,0.8,4.98,0.063,0.01,1.44,0.061,0.064,12.9,
3952,13718,,0.50,15.90,0.50,1.6,15.9,,,,,6.4,0.13,11,4.8,95,1.9,0.05,0.04,,20,,19.7,,,0.8,5.22,0.034,0.01,0.1,0.04,0.046,11.9,
3953,13719,,0.50,16.00,0.08,1.01,15.7,0.009,0.013,0.04,,5.77,0.12,11.4,4.06,101,1.86,0.031,0.033,,20,0,12.4,0,0.01,0.8,5.11,0.037,0.01,0.1,0.03,0.029,11.8,0
3954,13730,,0.50,13.80,0.50,1.5,13.1,,,,,10,0.13,5,11,100,5,0.05,0.05,,20,,254,,,0.8,2.78,0.01,0.01,0.37,0.071,0.01,8.4,
3955,13731,,0.31,14.10,0.04,0.92,12.9,0.003,0.012,0.015,,9.57,0.13,4.88,9.79,100,0.9,0.054,0.038,,20,0,155,0,0.49,0.8,3.32,0.01,0.01,0.35,0.063,0.01,8.4,0
3956,13734,274.00,0.50,13.90,0.40,2.6,11.5,,,,,8.8,0.05,4,7.9,69,5,0.06,0.05,,,,5,0.25,0.31,0.8,0.85,0.015,0.01,0.1,0.038,0.011,5,
3957,13735,,0.30,14.50,0.12,1.23,12.1,0.002,0.006,0.007,,5,0.28,4,7,66,5,0.08,0.049,,,0,0,0,0.08,0.3,0.7,0.01,0.016,0.15,0.022,0.014,1,0
3958,13001,1010.00,2.88,59.10,0.50,8.3,34.3,0.19,0.12,0.15,,71,1.4,41,79,1400,5,0.35,0.45,,20,0,2160,0.25,5.52,0.8,0.5,0.015,0.01,1.12,0.69,0.48,8.85,0
3959,13011,,1.81,64.70,0.25,7.3,64.7,0.075,0.1,0.021,,44.9,0.9,47.3,62,696,39,0.23,0.22,,1.4,0,89,0,0.46,2.7,3,0.04,0.075,1.41,0.79,0.19,18,0
3960,13013,,2.99,54.30,0.87,9.72,49.2,0.35,0.18,0.27,,167,2.12,52.5,75.1,845,86.3,0.51,0.27,,1.1,0,6,0,0.35,15.6,1.2,0.085,0.096,0.68,0.43,0.11,9,0
3961,13042,969.00,1.63,55.40,0.40,5.1,38.1,0.16,0.14,0.05,,50,0.38,30,66,610,5,0.28,0.23,,0.8,0,14.9,0.25,0.41,12.8,0.5,0.029,0.034,0.43,0.38,0.25,5,0
3962,13046,1360.00,3.00,73.20,0.90,4.2,70.3,0.31,0.34,0.18,,54,1.7,35,82,960,5,0.24,0.38,,20,0,5,0.25,1.67,12.6,0.5,0.075,0.01,0.53,0.084,0.061,82,0.012
3963,13051,1640.00,2.19,69.50,10.50,3.4,59.4,9.16,0.67,0.2,,43,1.1,39,67,530,88,0.32,0.26,,3,0,13.6,0.25,0.69,7.52,0.69,0.039,0.01,0.1,0.25,0.077,19.1,0
3964,13089,,3.89,78.40,1.81,9.9,47.3,0.7,0.15,0.34,,22,1.15,108,74,1490,3,0.61,0.39,,3,0,101,0,0.39,2,7,0.18,0.24,2.8,,0.44,14,0
3965,13111,,0.78,57.20,0.31,8.7,54.6,0.058,0.012,0.14,,22,1.4,10.5,38,450,87,0.2,0.12,,0.8,0,0,0,0.53,3,3.9,0.065,0.13,0.76,0.27,0.13,0,0
3966,13118,,5.00,68.90,1.00,14.3,,0.092,0.32,0.42,,25,6.8,80,120,945,79,0.57,0.63,,2.8,0,,0,,,4.8,0.002,0.065,1.3,0.3,0.15,14,0
3967,13178,1410.00,0.50,76.40,1.00,5.7,72.8,0.2,0.55,0.15,,8,0.16,3.9,7.5,58,5,0.05,0.04,,,0,15.5,0.25,1.92,5.09,0.5,0.015,0.01,0.1,0.19,0.43,5,0
3968,13623,846.00,2.31,51.10,0.40,3.5,29.9,0.16,0.12,0.08,,53,0.86,32,59,980,5,0.3,0.29,,20,,21.7,0.25,3.45,0.8,0.5,0.015,0.01,0.46,0.43,0.51,7.59,
3969,13400,,0.28,13.30,0.10,1.8,7.3,,,,,,,,,,,,,,,,25.2,,,,0,,,,,,,
3970,13401,,0.48,10.80,0.05,3.1,3.7,,,,,,,,,,,,0.095,,,,,,,,,,,,,,12.7,
3971,13402,,0.56,,0.00,,,,,,,,,,,,,,,,,,,,,,38.3,,,,,,,
3972,13403,,0.31,,2.87,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,
3973,13404,,0.56,,0.10,,,,,,,,,,,,,,,,,,,,,,2850,,,,,,,
3974,13405,,0.48,,0.30,,,,,,,,,,,,,,,,,,,,,,44.2,,,,,,,
3975,13406,,0.96,68.70,18.70,6.2,33.3,,,,,,,,,,,,,,,,297,,,,0.2,,,,,,,
3976,13407,,0.83,,0.01,,,,,,,,,,,,,,,,,,,,,,492,,,,,,,
3977,13408,,4.52,,0.15,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
3978,13409,,0.06,,0.03,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,,,
3979,13410,,0.48,,0.14,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,,
3980,13411,,0.69,,0.46,,,,,,,,,,,,,,,,,,,,,,23.7,,,,,,,
3981,13412,,0.65,,0.43,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,
3982,13413,,1.08,,0.37,,,,,,,,,,,,,,,,,,,,,,54.3,,,,,,,
3983,13414,,0.69,,0.00,,,,,,,,,,,,,,,,,,,,,,19.8,,,,,,,
3984,13415,,0.35,,0.57,,,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,
3990,13422,,0.44,6.55,0.28,0.8,0.03,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,
3991,13423,,0.69,9.97,0.21,0.9,6.14,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,
3992,13424,,0.67,6.34,0.26,0.8,0.19,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,
3993,13426,,0.32,18.50,,3.2,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,
3994,13427,,1.28,20.90,,2,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,
3995,13428,,0.71,18.30,,2.8,,,,,,,,,,,,,,,,,,,,,22,,,,,,,
3996,13429,,1.31,12.20,,3.4,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,
3997,13430,,1.08,,0.05,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,
3998,13431,,0.60,,0.67,,,,,,,,,,,,,,,,,,,,,,41.2,,,,,,,
3999,13432,,0.73,,0.43,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,
4000,13433,,0.77,,0.26,,,,,,,,,,,,,,,,,,,,,,7.87,,,,,,,
4001,13434,,0.79,,0.11,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,
4002,13435,,1.48,,0.57,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,
4003,13436,,0.44,,0.02,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,
4004,13437,,0.88,,0.22,,,,,,,,,,,,,,,,,,,,,,41.4,,,,,,,
4005,13438,,0.54,,0.03,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
